zip,lat,lon
6211JS,50.8453074,5.694673689
6211JV,50.8433499,5.695191642
6211JW,50.85459487,5.693506341
6211JX,50.84285058,5.693891664
6211JZ,50.84322566,5.693692786
6211KA,50.84357606,5.693747117
6211KB,50.84278735,5.691975436
6211KC,50.8424454,5.689946614
6211KG,50.84435392,5.6897452
6211KH,50.84442723,5.689031391
6211KJ,50.84491671,5.688175225
6211KK,50.84455103,5.6871631
6211KL,50.84539933,5.687213667
6211KN,50.84601875,5.686712193
6211KP,50.84671355,5.689212433
6211KR,50.84685367,5.689326856
6211KS,50.84628446,5.68906512
6211KV,50.84721474,5.689495626
6211KW,50.84723487,5.689219832
6211KX,50.84776968,5.68996541
6211KZ,50.84621201,5.685026897
6211LA,50.8478955,5.689426434
6211LB,50.84786741,5.689146957
6211LC,50.84932405,5.689337667
6211LD,50.84840629,5.688503235
6211LE,50.84944551,5.68769387
6211LG,50.84781337,5.688269875
6211LH,50.84690344,5.687568584
6211LJ,50.84616523,5.687592983
6211LK,50.84713205,5.686658415
6211LL,50.84623527,5.686799921
6211LM,50.84568423,5.685788317
6211LN,50.8462193,5.686262861
6211LP,50.84563535,5.685059917
6211LR,50.84535568,5.68406197
6211LS,50.84665399,5.684406016
6211LT,50.8448061,5.68253137
6211LV,50.84423639,5.682907643
6211LW,50.84458089,5.681985833
6211LX,50.84590433,5.683049435
6211LZ,50.84650535,5.685228672
6211MA,50.84687051,5.693534155
6211MB,50.84652832,5.693338772
6211MC,50.84578322,5.688992082
6211MV,50.84647435,5.682724962
6211MX,50.84658081,5.683799671
6211MZ,50.84568605,5.68366539
6211NA,50.84693275,5.68130866
6211NB,50.84635781,5.68100995
6211NC,50.84856678,5.678581147
6211ND,50.84781357,5.679179837
6211NE,50.84620529,5.680506416
6211NG,50.84932213,5.678368764
6211NH,50.84750056,5.681483361
6211NJ,50.84798437,5.682895683
6211NK,50.8474886,5.680176797
6211NL,50.84874916,5.679748335
6211NM,50.84793737,5.680202475
6211NN,50.84897433,5.679365206
6211NP,50.84816667,5.679750837
6211NR,50.84895021,5.680514251
6211NS,50.84805743,5.681224469
6211NT,50.84903308,5.679969823
6211NV,50.84812333,5.680644547
6211NW,50.84889598,5.683491045
6211NX,50.84924729,5.684834959
6211NZ,50.849069,5.684336171
6211PA,50.84955027,5.685277007
6211PB,50.84952769,5.684172759
6211PC,50.8495307,5.682534674
6211PD,50.84942365,5.679711621
6211PE,50.84971914,5.684821451
6211PG,50.84969453,5.682669543
6211PH,50.84983374,5.681432796
6211PJ,50.84964781,5.679250938
6211PK,50.85067042,5.683595569
6211PL,50.85409665,5.684179792
6211PM,50.85285092,5.682405177
6211PN,50.85198793,5.681155487
6211PP,50.8511319,5.679882496
6211PR,50.85006962,5.678392954
6211PS,50.85023757,5.679649552
6211PW,50.84919818,5.682194454
6211PX,50.84852132,5.682103036
6211PZ,50.84883088,5.681571677
6211RA,50.85293183,5.683840651
6211RB,50.85154617,5.681902415
6211RC,50.85034616,5.680045729
6211RD,50.85303792,5.68360649
6211RE,50.85228932,5.682482496
6211RG,50.85157095,5.681395413
6211RH,50.85082668,5.680286103
6211RJ,50.84999204,5.679180504
6211RK,50.85198905,5.684480053
6211RL,50.85219536,5.684531229
6211RM,50.85185979,5.683187325
6211RN,50.85326051,5.684950594
6211RP,50.85173365,5.686257537
6211RR,50.8532952,5.684565898
6211RS,50.85252137,5.685276993
6211RT,50.85175015,5.68596715
6211RV,50.85130878,5.687381412
6211RW,50.85411762,5.68568203
6211RX,50.85385471,5.68512813
6211RZ,50.85405214,5.688946561
6211SB,50.85360085,5.688700487
6211SC,50.85389335,5.689020644
6211SE,50.85338868,5.689019007
6211SG,50.85176848,5.689316464
6211SH,50.85319077,5.688797843
6211SJ,50.85180967,5.689059903
6211SK,50.85253504,5.68969886
6211SL,50.85239508,5.687899141
6211SM,50.85300916,5.688120009
6211SN,50.85167324,5.688240554
6211SP,50.85269798,5.687853734
6211SR,50.8509711,5.689489374
6211ST,50.85072634,5.688027911
6211SV,50.85018552,5.686480922
6211SW,50.85107156,5.689146166
6211SX,50.85086974,5.687657467
6211SZ,50.85030527,5.686327815
6211TA,50.85049525,5.688956527
6211TB,50.85035738,5.687393386
6211TC,50.84970673,5.686691037
6211TD,50.84961885,5.685872619
6211TE,50.84763056,5.686864475
6211TG,50.84800504,5.68735454
6211WB,50.85470591,5.685737812
6211WC,50.85461268,5.686861224
6211WD,50.8543456,5.687649111
6211WE,50.85484348,5.687912267
6211WH,50.85528966,5.687678523
6211XA,50.85457856,5.691863133
6211XB,50.85442422,5.692150333
6211XC,50.85361201,5.685758413
6211XD,50.85328341,5.686131037
6211XE,50.85320847,5.685805511
6211XG,50.85351137,5.686566121
6211XH,50.85274206,5.686662936
6211XJ,50.85318251,5.686866588
6211XK,50.8521741,5.686880425
6211XL,50.85359628,5.6854995
6211XN,50.85255928,5.683937771
6211XP,50.852409,5.684083227
6211XR,50.85252792,5.683895629
6211XS,50.85242068,5.68413806
6211XX,50.85542687,5.689110435
6211XZ,50.85678929,5.689502405
6212AA,50.84205711,5.692902487
6212AB,50.84157854,5.689361853
6212AC,50.84156188,5.695746117
6212AD,50.84104472,5.695625887
6212AE,50.83863749,5.694933414
6212AG,50.8365686,5.694310739
6212AH,50.83459885,5.693887014
6212AJ,50.83096826,5.694927995
6212AK,50.82917132,5.695618468
6212AL,50.82713549,5.695857795
6212AM,50.84171258,5.69456495
6212AN,50.84085346,5.694802181
6212AP,50.84120484,5.694201879
6212AR,50.8411625,5.693218992
6212AS,50.84020065,5.695522669
6212AT,50.84050962,5.69312373
6212AV,50.83980032,5.695736107
6212AW,50.84027704,5.68972678
6212BA,50.84066442,5.690370968
6212BB,50.84042999,5.688250778
6212BC,50.84107583,5.690572135
6212BD,50.84093099,5.689589571
6212BE,50.84081042,5.6888024
6212BG,50.84029777,5.691283762
6212BH,50.84117665,5.688447482
6212BJ,50.84006819,5.688894535
6212BK,50.8400673,5.688568367
6212BL,50.83967398,5.692785664
6212BM,50.83970017,5.69043159
6212BN,50.83936907,5.688164923
6212BP,50.83995572,5.690921721
6212BR,50.83956608,5.688244438
6212BS,50.83904111,5.68966086
6212BT,50.83901675,5.68933177
6212BV,50.83950603,5.691756075
6212BW,50.83835991,5.690457192
6212BX,50.83863622,5.690355253
6212CA,50.83861572,5.6925559
6212CB,50.83890029,5.693025243
6212CC,50.83942386,5.694008136
6212CD,50.83820399,5.694228267
6212CE,50.83629028,5.693847688
6212CG,50.83943047,5.69368409
6212CH,50.83687004,5.693774435
6212CJ,50.83519827,5.693504143
6212CK,50.83874074,5.69456401
6212CL,50.83787992,5.692900619
6212CM,50.83808311,5.6929272
6212CN,50.83924529,5.691063524
6212CP,50.83824047,5.691651425
6212CR,50.83700396,5.69276002
6212CS,50.83908834,5.690882237
6212CT,50.83682456,5.692094824
6212CV,50.83559998,5.692996923
6212CW,50.83722329,5.692794707
6212CX,50.83742368,5.692905208
6212CZ,50.83527648,5.69125774
6212EA,50.83560203,5.689429256
6212EB,50.83583652,5.68906544
6212EC,50.83682788,5.687725362
6212EG,50.83632691,5.688556371
6212EH,50.8369336,5.6883443
6212EJ,50.83762686,5.68826475
6212EK,50.83651753,5.68963629
6212EL,50.83733957,5.68813008
6212EM,50.83630259,5.689402464
6212EN,50.83862206,5.687965219
6212EP,50.83750957,5.690020117
6212ER,50.83844171,5.687861755
6212ES,50.83694705,5.690015074
6212ET,50.83978607,5.687571738
6212EV,50.83983725,5.687301875
6212EW,50.83923738,5.68704095
6212EX,50.83984713,5.686857515
6212EZ,50.83997253,5.686342633
6212GA,50.84039971,5.685458075
6212GB,50.83955724,5.686317075
6212GC,50.84085932,5.684170312
6212GD,50.84019394,5.685319095
6212GE,50.83916352,5.686365931
6212GG,50.83903118,5.684813474
6212GH,50.83818188,5.683022165
6212GJ,50.83929266,5.684732192
6212GK,50.83857848,5.682403618
6212GL,50.84004696,5.684269752
6212GM,50.83964395,5.68409535
6212GN,50.83947009,5.683796615
6212GP,50.83987801,5.683412655
6212GR,50.84031343,5.682969578
6212GS,50.84083079,5.682962363
6212GT,50.83984085,5.68260295
6212GV,50.83885456,5.6839569
6212GW,50.83977437,5.682171807
6212GX,50.83881248,5.6835798
6212HA,50.83925266,5.681795029
6212HB,50.83920193,5.681324744
6212HC,50.83953736,5.6807606
6212HD,50.83750596,5.681414636
6212HH,50.83844837,5.679149883
6212NA,50.81896786,5.693893995
6212NC,50.83005771,5.693867306
6212NE,50.8272819,5.690952
6212NH,50.83726844,5.685942408
6212NJ,50.82527447,5.674970154
6212NK,50.82857852,5.67280502
6212NL,50.83465366,5.67479838
6212XA,50.83841998,5.685721467
6212XB,50.83693103,5.683049038
6212XC,50.83484671,5.681051015
6212XD,50.83395892,5.680309788
6212XE,50.83295786,5.679559039
6212XG,50.8318924,5.67868839
6212XH,50.83863394,5.685751338
6212XJ,50.83794554,5.683589575
6212XK,50.83508237,5.680562944
6212XN,50.84139099,5.69751703
6212XR,50.83910431,5.696068626
6212XS,50.83663526,5.695375644
6212XV,50.83602769,5.695516963
6212XW,50.84067773,5.697766233
6212XX,50.84029748,5.697403146
6212XZ,50.8399946,5.697189604
6213AA,50.84183567,5.681246042
6213AB,50.84194799,5.680138879
6213AC,50.84222502,5.6804137
6213AD,50.84165525,5.68020045
6213AE,50.84102336,5.678645786
6213AJ,50.84118408,5.678760608
6213AK,50.84035018,5.677609174
6213AL,50.84030032,5.676923892
6213AM,50.8383185,5.674206128
6213AP,50.84006624,5.676028885
6213BA,50.84130562,5.6775382
6213BB,50.84036204,5.6762339
6213BD,50.83935958,5.674395965
6213BE,50.83759988,5.672615932
6213BG,50.84311915,5.678927639
6213BH,50.84171977,5.677678404
6213BJ,50.84075258,5.676200152
6213BK,50.83966728,5.6744171
6213BL,50.83747843,5.672490522
6213BP,50.8380665,5.6721877
6213BR,50.83802559,5.671088536
6213BS,50.83845309,5.671059204
6213BT,50.83889837,5.669421667
6213BV,50.83891463,5.671523375
6213CA,50.84216426,5.677739209
6213CB,50.84167611,5.67637817
6213CC,50.84054339,5.67445768
6213CD,50.84145429,5.675595439
6213CE,50.84040887,5.674869588
6213CG,50.8427932,5.676379869
6213CH,50.8407913,5.673187423
6213CJ,50.83933939,5.669606714
6213CK,50.84204362,5.673986371
6213CN,50.83997874,5.6712067
6213CP,50.83979355,5.668886253
6213CR,50.84059206,5.672086967
6213CS,50.84024323,5.669969005
6213CT,50.84029491,5.669837738
6213CV,50.84024308,5.668974837
6213CW,50.84070347,5.668450387
6213EB,50.8385716,5.665473243
6213EC,50.83858783,5.665521253
6213EG,50.83563261,5.658281675
6213EJ,50.83563807,5.66043732
6213EM,50.84014736,5.666752784
6213EN,50.84014274,5.666749122
6213EP,50.83990166,5.666288072
6213ER,50.83986439,5.666217158
6213ES,50.83948045,5.665184823
6213ET,50.83946334,5.664916263
6213EV,50.83729343,5.665439191
6213EW,50.83744259,5.665249505
6213EX,50.83850241,5.66397247
6213EZ,50.83911057,5.6642477
6213GA,50.84333006,5.677765163
6213GB,50.84172603,5.670416284
6213GC,50.83762406,5.659680207
6213GD,50.83467966,5.652463681
6213GE,50.83790892,5.66167945
6213GG,50.83781385,5.6628321
6213GH,50.83796671,5.662625021
6213GJ,50.83633457,5.6606341
6213GK,50.83535508,5.662008557
6213GL,50.83727383,5.6610989
6213GM,50.83681712,5.6591384
6213GP,50.83642797,5.657775422
6213GR,50.83510281,5.66020056
6213GS,50.83466753,5.660323367
6213GV,50.83574561,5.664260474
6213GW,50.83466691,5.66157162
6213GX,50.83602667,5.659710133
6213GZ,50.83595704,5.6592839
6213HD,50.83318138,5.66154047
6213HE,50.83426946,5.656484435
6213HG,50.83282969,5.658796479
6213HH,50.83354428,5.657198964
6213HK,50.83487515,5.6538786
6213HL,50.83446533,5.654147147
6213HN,50.83427068,5.653011576
6213HP,50.8341948,5.652036871
6213HR,50.83393133,5.652700083
6213HS,50.83363609,5.651901607
6213HT,50.83372032,5.651435612
6213HV,50.83369599,5.653634941
6213HW,50.83365123,5.653081833
6213HX,50.83325314,5.652014544
6213HZ,50.83332466,5.650743207
6213JA,50.83277131,5.6557933
6213JB,50.83179853,5.65819629
6213JC,50.8332355,5.655656638
6213JD,50.83212427,5.658490319
6213JG,50.83311641,5.653838847
6213JH,50.83281055,5.654048917
6213JK,50.83233383,5.653966722
6213JL,50.8325701,5.653863147
6213JN,50.83220158,5.654619733
6213JP,50.83188523,5.654646973
6213JR,50.83153619,5.655916029
6213JS,50.83151429,5.657738886
6213JT,50.83128794,5.655665913
6213JV,50.83112054,5.657601806
6213JW,50.83196904,5.65514154
6213JX,50.83213696,5.6562134
6213JZ,50.83199921,5.656498445
6213KA,50.83157854,5.657095682
6213KB,50.83184368,5.657105738
6213KD,50.83194938,5.653185695
6213KE,50.83132884,5.65391996
6213KG,50.83247333,5.653241718
6213NA,50.83476352,5.674016867
6213NB,50.82331122,5.66829872
6213NC,50.83402189,5.671056406
6213NE,50.83342541,5.667620476
6214AA,50.8490211,5.675458311
6214AB,50.849007,5.677515055
6214AC,50.84905561,5.677385607
6214AD,50.84826684,5.678148369
6214AE,50.84696835,5.679171696
6214AG,50.84538756,5.680399343
6214AH,50.84683256,5.678809165
6214AJ,50.8477483,5.67801672
6214AK,50.84749575,5.677897527
6214AL,50.84772394,5.676828236
6214AM,50.84823053,5.677115052
6214AN,50.84878343,5.6758797
6214AP,50.8471465,5.677504156
6214AR,50.84706957,5.677099364
6214AS,50.84634076,5.677599518
6214AT,50.84678519,5.678158374
6214AV,50.84632874,5.676776435
6214AW,50.84591361,5.67931672
6214AX,50.84491651,5.679152406
6214AZ,50.84585442,5.67886853
6214BA,50.84436346,5.679048131
6214BB,50.84432276,5.679432513
6214BC,50.84372334,5.6768877
6214BD,50.84302858,5.674062134
6214BE,50.84160782,5.668779121
6214BG,50.84357098,5.67494054
6214BH,50.84481373,5.680698857
6214DA,50.84883075,5.673515497
6214PA,50.84812168,5.67294547
6214PB,50.84850134,5.672771643
6214PC,50.84824416,5.675943822
6214PD,50.84839263,5.674535979
6214PE,50.84834733,5.675310925
6214PG,50.8478769,5.673928376
6214PH,50.84683108,5.671943396
6214PJ,50.84586629,5.670795544
6214PK,50.84778909,5.675876664
6214PL,50.84720854,5.674214091
6214PM,50.84788957,5.675655873
6214PN,50.84740415,5.674092495
6214PP,50.84713879,5.675944388
6214PR,50.84670674,5.674653957
6214PS,50.84735643,5.676015187
6214PT,50.84688238,5.674464486
6214PV,50.84667556,5.676488164
6214PW,50.84633036,5.675542747
6214PX,50.84683999,5.67639855
6214PZ,50.84635986,5.674943853
6214RB,50.84605511,5.675258956
6214RC,50.84492321,5.6761203
6214RE,50.84485436,5.675911675
6214RG,50.84407477,5.676605594
6214RH,50.84420576,5.676504369
6214RJ,50.84783076,5.675224497
6214RK,50.84585583,5.676477883
6214RL,50.84440977,5.677421753
6214RM,50.84763723,5.675019481
6214RN,50.8464573,5.675911105
6214RP,50.84504762,5.676644722
6214RR,50.8443178,5.677209142
6214RS,50.84540797,5.677581162
6214RT,50.84558243,5.677572422
6214RV,50.84579476,5.677029829
6214RW,50.84597507,5.677606963
6214RX,50.84610237,5.678367057
6214RZ,50.84538065,5.678541233
6214SC,50.84465951,5.678093179
6214SE,50.84426168,5.678114625
6214SG,50.8449018,5.677796046
6214SH,50.84448063,5.676269606
6214SJ,50.8450624,5.677683483
6214SK,50.84460481,5.676066707
6214SL,50.84684139,5.673630373
6214SM,50.84473105,5.675295317
6214SN,50.84404342,5.67580565
6214SP,50.84727867,5.672897636
6214SR,50.84641276,5.673545261
6214ST,50.84528882,5.674446758
6214SV,50.84424448,5.675254858
6214SW,50.84442157,5.674264225
6214SX,50.84497678,5.674189494
6214SZ,50.84485929,5.673922864
6214TB,50.84538748,5.673828369
6214TC,50.84625107,5.67309188
6214TD,50.84614013,5.672902724
6214TE,50.84569447,5.673537942
6214TG,50.84598039,5.672572829
6214TH,50.84497305,5.673353067
6214TJ,50.84556909,5.67233837
6214TK,50.84609664,5.672176033
6214TL,50.84684117,5.672544792
6214TM,50.84612637,5.67173156
6214TN,50.84542051,5.671682187
6214TP,50.84531857,5.671253918
6214TR,50.84516285,5.670975738
6214TS,50.84437671,5.670521804
6214TT,50.84457391,5.671740081
6214TV,50.8437201,5.672417042
6214TW,50.843526,5.671749588
6214TX,50.84337497,5.671027567
6214TZ,50.84494362,5.670313421
6214VG,50.84351566,5.674234263
6214VH,50.84408137,5.674839283
6214VJ,50.84434756,5.672547136
6214VK,50.84338137,5.672251733
6214VL,50.84309905,5.671584588
6214VM,50.84299911,5.672070687
6214VN,50.84417158,5.670281918
6214VS,50.84453089,5.666937563
6214VT,50.84469341,5.666321626
6214VV,50.8436996,5.66413814
6214VW,50.84370817,5.665391414
6214VX,50.84395114,5.665764406
6214VZ,50.84383526,5.665301383
6214XA,50.84190953,5.6671108
6214XC,50.8438533,5.666624354
6214XG,50.8438119,5.668068343
6214XH,50.84379595,5.66883414
6214XJ,50.84320806,5.666996079
6214XK,50.84263219,5.666134547
6214XL,50.84237707,5.6674266
6214XM,50.84218582,5.669682589
6214XN,50.84249882,5.669355846
6214XP,50.84234414,5.66822124
6214XX,50.84162996,5.6676997
6214XZ,50.84224664,5.665502945
6215AC,50.83790361,5.65946791
6215AD,50.83596843,5.654847594
6215AE,50.83458454,5.6513236
6215AG,50.83567496,5.65175999
6215AH,50.83594092,5.65310318
6215AJ,50.83628909,5.652196767
6215AK,50.83731774,5.656451521
6215BA,50.83965874,5.649855243
6215BB,50.83957148,5.650082186
6215BC,50.83946981,5.650338819
6215BD,50.83932038,5.650762605
6215BE,50.83921099,5.651052233
6215BG,50.83905629,5.651440124
6215BH,50.83893876,5.651748762
6215BJ,50.83883007,5.652034421
6215BK,50.83919962,5.649113889
6215BL,50.83921236,5.649107556
6215BM,50.83924014,5.6491372
6215BN,50.83922196,5.649119572
6215BP,50.83913142,5.650063712
6215BR,50.83920244,5.648525615
6215BS,50.83875197,5.648720367
6215BT,50.84163401,5.644541304
6215BV,50.83992019,5.646699859
6215BW,50.84121194,5.644281425
6215BX,50.84028105,5.646437485
6215EA,50.84252095,5.642967628
6215EB,50.84291156,5.643625758
6215EC,50.8424852,5.645719054
6215ED,50.8426676,5.64583885
6215EE,50.84307471,5.644949329
6215EG,50.84020724,5.644187854
6215EH,50.84325796,5.646308808
6215EJ,50.84191943,5.645208817
6215EK,50.84321233,5.647141145
6215EL,50.84222344,5.646109495
6215EM,50.84078014,5.645138738
6215EN,50.84074043,5.645801922
6215EP,50.84098598,5.646838658
6215ER,50.8404129,5.64713372
6215ES,50.84148383,5.646566007
6215ET,50.8410169,5.647499788
6215EV,50.84146541,5.643316588
6215EW,50.84164766,5.64383425
6215EX,50.83940864,5.646583888
6215EZ,50.83974624,5.645550781
6215GA,50.84093627,5.647943409
6215GB,50.84129352,5.648058
6215GC,50.84089445,5.648352143
6215GD,50.84022146,5.647582539
6215GE,50.84198644,5.647099943
6215GG,50.8429457,5.647845864
6215GH,50.84329535,5.648076786
6215GJ,50.84252508,5.647996083
6215GK,50.8416411,5.648584536
6215JA,50.84605069,5.649512833
6215JB,50.84576548,5.646748639
6215JC,50.84716948,5.647968906
6215JD,50.84647638,5.6451433
6215JE,50.84685259,5.64568404
6215JG,50.8472112,5.6468077
6215JH,50.84665139,5.646874829
6215JJ,50.84666367,5.648029055
6215JK,50.84664123,5.648750269
6215JL,50.84663365,5.649730903
6215JM,50.8467344,5.650802267
6215JN,50.8472244,5.64331751
6215JP,50.84645969,5.642129667
6215JR,50.84624734,5.643052242
6215JS,50.84598411,5.643803397
6215JT,50.84589889,5.644676425
6215JV,50.84525915,5.643269362
6215KA,50.84445779,5.647115867
6215KB,50.84445276,5.642931036
6215KC,50.84452402,5.643952132
6215KD,50.84468206,5.644984881
6215KE,50.84480691,5.645851073
6215KG,50.84491149,5.646670464
6215KH,50.8450182,5.647489769
6215KJ,50.84515263,5.648307396
6215KK,50.84548046,5.648845359
6215KL,50.84535172,5.649947646
6215KM,50.84415968,5.64813709
6215KN,50.84349513,5.6438196
6215PH,50.84396987,5.652396875
6215PJ,50.84411062,5.6524911
6215PK,50.84428702,5.65261219
6215PL,50.84413108,5.65233663
6215PM,50.8439453,5.651889438
6215PN,50.84400197,5.651681172
6215PP,50.8433075,5.65087704
6215PR,50.84333983,5.65105775
6215PS,50.84352444,5.6511517
6215PT,50.84334975,5.650897909
6215PV,50.84313642,5.650481404
6215PW,50.84318069,5.650262412
6215PX,50.84255134,5.649683781
6215PZ,50.84237862,5.649262455
6215RA,50.83825528,5.647215133
6215RB,50.83846906,5.646982273
6215RE,50.8384068,5.648388367
6215RG,50.8388161,5.649825653
6215RH,50.83838437,5.64945185
6215RJ,50.83795208,5.649034005
6215RK,50.83796633,5.647945804
6215RL,50.83762176,5.647339828
6215RM,50.83781511,5.649745787
6215RN,50.83733301,5.648502619
6215RP,50.83822205,5.649886405
6215RR,50.83737203,5.6476936
6215RS,50.83743968,5.65021536
6215RT,50.83844865,5.651318456
6215RV,50.83759676,5.65062797
6215RW,50.83691021,5.648976213
6215RX,50.83752414,5.649917856
6215RZ,50.83699024,5.648214226
6215SC,50.83723937,5.650727768
6215SE,50.83665259,5.649050437
6215SG,50.83702631,5.647269457
6215SH,50.83705569,5.646361245
6215SJ,50.83645097,5.647448737
6215SL,50.84213994,5.651946352
6215SM,50.84188709,5.651702742
6215SN,50.84148527,5.651308242
6215SP,50.84130046,5.651132628
6215SR,50.8408864,5.65073502
6215ST,50.84063341,5.650492113
6215SV,50.84004174,5.64998157
6215SX,50.84266931,5.653056762
6215SZ,50.84099531,5.651916594
6215TA,50.84043004,5.652306322
6215TB,50.84132862,5.65275895
6215TC,50.84049965,5.65196275
6215TD,50.84200223,5.652941675
6215TE,50.84193126,5.653816539
6215TG,50.84239486,5.65373255
6215TH,50.84251239,5.654112579
6215TJ,50.84274576,5.65438285
6215TK,50.84286928,5.654741245
6215TL,50.84205787,5.655292836
6215TM,50.84230128,5.65508855
6215TN,50.84157195,5.655803063
6215TP,50.84191933,5.655813106
6215TR,50.84295288,5.655185185
6215TS,50.84298793,5.655564193
6215TT,50.84118866,5.657112055
6215TV,50.83938485,5.653369937
6215TW,50.84139943,5.656756009
6215TX,50.83985261,5.653325008
6215TZ,50.83907613,5.652486595
6215VE,50.84081631,5.653432086
6215VG,50.83814405,5.653604608
6215VH,50.84015236,5.653037178
6215VJ,50.84026535,5.652741689
6215VK,50.83956933,5.651338731
6215VL,50.83814366,5.654746682
6215VM,50.83859496,5.653543889
6215VN,50.83868749,5.654375461
6215VP,50.83937099,5.654301929
6215VR,50.83948725,5.654000221
6215VS,50.83905658,5.654946275
6215VT,50.83917239,5.654646438
6215VV,50.83883865,5.655687407
6215VW,50.83895513,5.655382971
6215VX,50.83871118,5.656095827
6215VZ,50.83965461,5.655290256
6215XA,50.84028553,5.656516491
6215XB,50.84060531,5.657164366
6215XC,50.84101539,5.657764893
6215XD,50.84074389,5.656374917
6215XG,50.84032672,5.658100648
6215XH,50.83944217,5.658029719
6215XJ,50.83991099,5.658453937
6215XK,50.83887174,5.658111045
6215XL,50.8393175,5.658503992
6215XM,50.83898285,5.659195188
6215XN,50.83856755,5.658133464
6215XP,50.83873944,5.659581183
6215XR,50.83833822,5.658533332
6215XS,50.8378611,5.657540596
6215XT,50.83766338,5.656800433
6215XV,50.84025735,5.658974855
6215XW,50.83966687,5.659901674
6215XX,50.83926481,5.66057192
6216AB,50.85350115,5.658256828
6216AC,50.85394178,5.6569214
6216AD,50.85447044,5.655312823
6216AE,50.85400771,5.657921775
6216AG,50.85435656,5.656864606
6216AH,50.8547043,5.655806388
6216AJ,50.85404068,5.655032362
6216AK,50.8537702,5.654474578
6216AL,50.85306921,5.6562968
6216AM,50.85330026,5.655077709
6216AN,50.85381176,5.655928368
6216AP,50.85375529,5.655419453
6216AR,50.85358171,5.656814344
6216AS,50.85353538,5.656350838
6216AT,50.8533017,5.657748258
6216AV,50.85323938,5.659354533
6216AW,50.85337195,5.660578956
6216AX,50.85354273,5.659653728
6216AZ,50.85281869,5.659761464
6216BA,50.85271922,5.66050991
